0	0,19008	leave excuse evening understand dear wait moment tomorrow morning friend poor lady nice beautiful speak man today calm crazy time true waiting day stay happy worry bit call madam coming young left anymore talk leaving stop happened room told find night wanted woman make care hear gentlemen arrived count hurry 
1	0,15165	house door room night open dead stay place leave happened hear find ghost bed sleep heard wait light stop upstairs things locked tonight put scared thought uncle coming afraid left key found window ghosts turn dark inside thing lights died close lock police death home told hold morning fire hurt 
2	0,09302	man horse town sheriff men gun horses boys boy gold make time ride put shoot guess shot pretty thing hold long trouble place land run folks killed son kind big dead lot law money stay heard indian find head coming cattle fight ranch minute miles mind talk woman kill hear 
3	0,05584	court color font judge case law witness trial lawyer honor guilty jury evidence truth accused defendant man justice innocent crime jail defense client witnesses murder sentence prison order attorney state question verdict legal young prosecutor testimony honour questions answer prove objection stand swear counsel years prisoner testify statement public object 
4	0,09471	man find water people men mountain found river map white language gold great jungle land camp stay mountains place make boy big hold bring indian native country food treasure years desert speaking village follow rock leave north sun tree alive cave wait hurry hunting climb stop snow animals forest wind 
5	0,08486	boat ship sea island captain fish water ships sail crew men full boats ahead aboard port deck ready make fire navy sailor board beach cabin ocean ashore fishing time sailing room stop land coming wind coast shore pirate speed submarine clear long hands hold swim put fleet bring find cargo 
6	0,12116	car plane train fly man flying time air stop engine flight miles road don minutes truck make gas pilot radio drive hold hours ready left feet station turn hour speed ahead coming job pull cars clear hit put find driving stay hear lost check long land bus planes fast bomb 
7	0,39548	eat put water home make time work day nice head sleep big bed food watch thing left stop hungry shoes hand things black hair cold bring bad fish hot made buy hands morning clean eating sit hold open hear chicken wash coming poor turn cook run play cut clothes face 
8	0,31781	money pay work business buy man make job sell bank people day time paid deal company house rich dollars life find boss cash worth days working today lot long put years bought price care big talk sold told gave place bad wife tomorrow made cost hard things gold month rent 
9	0,25235	dear darling night man suppose morning thing mind afraid matter thought time evening young hope moment lady make room glad sit wonderful tonight nice things minute put lovely excuse find remember pardon wait great woman miss kind sort fellow understand idea dinner world girl poor friend life bye afternoon pretty 
10	0,05389	master uncle brother chinese stop time kill fight dare big matter great wait boss beat leave alright years move worry trouble long ling care sister today wrong kung run business bad sword hurry eat martial people madam afraid place quick die japanese show quickly stay person hit drink tea sit 
11	0,08885	bit bloody time mate boy put sort thought mind lot tea coming boys thing home round lovely job nice shut lad suppose mum morning alright week day leave end drink hell lads make stuff long matter night trouble word sake quick big straight stop chap hold place couple talking minute 
